code|impuesto_porcentaje|categoria_fiscal
770001302439|0.0|Alimentos Procesados
770001302440|19.0|Lácteos
770001302441|10.0|Canasta Básica
770001302442|0.0|Bebidas Azucaradas
770001302443|0.0|Lácteos
770001302444|10.0|Lácteos
770001302445|10.0|Snacks
770001302446|10.0|Lácteos
770001302447|10.0|Lácteos
770001302448|0.0|Lácteos
770001302449|19.0|Alimentos Procesados
770001302450|19.0|Snacks
770001302451|10.0|Bebidas Azucaradas
770001302452|19.0|Snacks
770001302453|5.0|Lácteos
770001302454|19.0|Snacks
770001302455|19.0|Alimentos Procesados
770001302456|10.0|Bebidas Azucaradas
770001302457|19.0|Lácteos
770001302458|0.0|Canasta Básica
770001302459|5.0|Bebidas Azucaradas
770001302460|10.0|Lácteos
770001302461|19.0|Canasta Básica
770001302462|5.0|Canasta Básica
770001302463|5.0|Canasta Básica
770001302464|5.0|Snacks
770001302465|10.0|Alimentos Procesados
770001302466|0.0|Canasta Básica
770001302467|5.0|Alimentos Procesados
770001302468|0.0|Alimentos Procesados
770001302469|5.0|Bebidas Azucaradas
770001302470|5.0|Bebidas Azucaradas
770001302471|5.0|Alimentos Procesados
770001302472|10.0|Lácteos
770001302473|0.0|Snacks
770001302474|5.0|Alimentos Procesados
770001302475|5.0|Snacks
770001302476|5.0|Canasta Básica
770001302477|10.0|Bebidas Azucaradas
770001302478|19.0|Alimentos Procesados
770001302479|19.0|Lácteos
770001302480|10.0|Lácteos
770001302481|19.0|Snacks
770001302482|0.0|Alimentos Procesados
770001302483|0.0|Bebidas Azucaradas
770001302484|19.0|Snacks
770001302485|0.0|Bebidas Azucaradas
770001302486|0.0|Bebidas Azucaradas
770001302487|5.0|Alimentos Procesados
770001302488|0.0|Snacks
770001302489|0.0|Alimentos Procesados
770001302490|5.0|Lácteos
770001302491|10.0|Lácteos
770001302492|0.0|Canasta Básica
770001302493|5.0|Canasta Básica
770001302494|19.0|Lácteos
770001302495|5.0|Canasta Básica
770001302496|10.0|Alimentos Procesados
770001302497|0.0|Bebidas Azucaradas
770001302498|0.0|Snacks
770001302499|10.0|Snacks
770001302500|0.0|Snacks
770001302501|5.0|Lácteos
770001302502|10.0|Lácteos
770001302503|19.0|Lácteos
770001302504|19.0|Lácteos
770001302505|0.0|Alimentos Procesados
770001302506|5.0|Lácteos
770001302507|19.0|Alimentos Procesados
770001302508|0.0|Canasta Básica
770001302509|19.0|Bebidas Azucaradas
770001302510|10.0|Bebidas Azucaradas
770001302511|10.0|Alimentos Procesados
770001302512|5.0|Snacks
770001302513|5.0|Bebidas Azucaradas
770001302514|19.0|Canasta Básica
770001302515|10.0|Bebidas Azucaradas
770001302516|5.0|Snacks
770001302517|5.0|Snacks
770001302518|19.0|Lácteos
770001302519|10.0|Canasta Básica
770001302520|19.0|Snacks
770001302521|10.0|Canasta Básica
770001402522|0.0|Canasta Básica
770001402523|0.0|Bebidas Azucaradas
770001402524|10.0|Canasta Básica
770001402525|10.0|Canasta Básica
770001402526|10.0|Lácteos
770001402527|19.0|Canasta Básica
770001402528|10.0|Lácteos
770001402529|5.0|Snacks
770001402530|10.0|Canasta Básica
770001402531|0.0|Canasta Básica
770001402532|10.0|Canasta Básica
770001402533|19.0|Canasta Básica
770001402534|5.0|Lácteos
770001402535|5.0|Alimentos Procesados
770001402536|0.0|Lácteos
770001402537|0.0|Bebidas Azucaradas
770001402538|5.0|Canasta Básica
770001402539|10.0|Snacks
770001402540|19.0|Lácteos
770001402541|0.0|Bebidas Azucaradas
770001402542|5.0|Alimentos Procesados
770001402543|5.0|Lácteos
770001402544|5.0|Alimentos Procesados
770001402545|5.0|Lácteos
770001402546|0.0|Snacks
770001402547|0.0|Snacks
770001402548|0.0|Bebidas Azucaradas
770001402549|5.0|Canasta Básica
770001402550|0.0|Snacks
770001402551|0.0|Alimentos Procesados
770001402552|0.0|Snacks
770001402553|19.0|Canasta Básica
770001402554|19.0|Alimentos Procesados
770001402555|0.0|Snacks
770001402556|0.0|Snacks
770001402557|10.0|Canasta Básica
770001402558|5.0|Canasta Básica
770001402559|5.0|Lácteos
770001402560|10.0|Alimentos Procesados
770001402561|19.0|Lácteos
770001402562|5.0|Canasta Básica
770001402563|0.0|Canasta Básica
770001402564|10.0|Alimentos Procesados
770001402565|0.0|Canasta Básica
770001402566|0.0|Lácteos
770001402567|19.0|Canasta Básica
770001402568|5.0|Canasta Básica
770001402569|0.0|Snacks
770001402570|19.0|Canasta Básica
770001402571|5.0|Alimentos Procesados
770001402572|0.0|Snacks
770001402573|10.0|Canasta Básica
770001402574|5.0|Alimentos Procesados
770001402575|19.0|Lácteos
770001402576|19.0|Canasta Básica
770001402577|10.0|Lácteos
770001402578|19.0|Alimentos Procesados
770001402579|19.0|Canasta Básica
770001402580|0.0|Bebidas Azucaradas
770001402581|0.0|Bebidas Azucaradas
770001402582|19.0|Snacks
770001402583|5.0|Lácteos
770001402584|19.0|Bebidas Azucaradas
770001402585|5.0|Snacks
770001402586|0.0|Snacks
770001402587|10.0|Snacks
770001402588|5.0|Snacks
770001402589|5.0|Alimentos Procesados
770001402590|10.0|Bebidas Azucaradas
770001402591|0.0|Bebidas Azucaradas
770001402592|5.0|Alimentos Procesados
770001402593|10.0|Lácteos
770001402594|10.0|Alimentos Procesados
770001402595|10.0|Canasta Básica
770001402596|0.0|Bebidas Azucaradas
770001402597|10.0|Alimentos Procesados
770001402598|10.0|Alimentos Procesados
770001402599|0.0|Bebidas Azucaradas
770001402600|5.0|Snacks
770001402601|10.0|Alimentos Procesados
770001402602|10.0|Lácteos
770001402603|10.0|Alimentos Procesados
770001402604|0.0|Bebidas Azucaradas
770001402605|19.0|Lácteos
770001402606|0.0|Snacks
770001402607|19.0|Lácteos
770001402608|10.0|Snacks
770001402609|19.0|Bebidas Azucaradas
770001402610|5.0|Snacks
770001402611|10.0|Lácteos
770001402612|5.0|Lácteos
770001402613|0.0|Alimentos Procesados
770001402614|5.0|Snacks
770001402615|19.0|Bebidas Azucaradas
770001402616|0.0|Snacks
770001402617|0.0|Bebidas Azucaradas
770001402618|19.0|Canasta Básica
770001402619|5.0|Snacks
770001402620|0.0|Canasta Básica
770001402621|10.0|Bebidas Azucaradas
770001402622|10.0|Snacks
770001402623|10.0|Alimentos Procesados
770001402624|10.0|Bebidas Azucaradas
770001402625|19.0|Alimentos Procesados
770001402626|5.0|Lácteos
770001402627|10.0|Lácteos
770001402628|0.0|Bebidas Azucaradas
770001402629|0.0|Alimentos Procesados
770001402630|0.0|Snacks
770001402631|5.0|Bebidas Azucaradas
770001402632|5.0|Lácteos
770001402633|10.0|Bebidas Azucaradas
770001402634|19.0|Snacks
770001402635|19.0|Lácteos
770001402636|10.0|Snacks
770001402637|5.0|Alimentos Procesados
770001402638|10.0|Canasta Básica
770001402639|10.0|Snacks
770001402640|0.0|Bebidas Azucaradas
770001402641|10.0|Canasta Básica
770001402642|19.0|Bebidas Azucaradas
770001402643|0.0|Lácteos
770001402644|19.0|Lácteos
770001402645|10.0|Lácteos
770001402646|19.0|Alimentos Procesados
770001402647|19.0|Canasta Básica
770001402648|5.0|Snacks
770001402649|19.0|Lácteos
770001402650|0.0|Snacks
770001402651|0.0|Canasta Básica
770001402652|0.0|Snacks
770001402653|19.0|Alimentos Procesados
770001402654|0.0|Snacks
770001402655|19.0|Canasta Básica
770001402656|19.0|Snacks
770001402657|0.0|Alimentos Procesados
770001402658|0.0|Alimentos Procesados
770001402659|19.0|Alimentos Procesados
770001402660|19.0|Bebidas Azucaradas
770001402661|10.0|Alimentos Procesados
770001402662|5.0|Lácteos
770001402663|5.0|Lácteos
770001402664|0.0|Snacks
770001402665|10.0|Lácteos
770001402666|10.0|Alimentos Procesados
770001402667|19.0|Snacks
770001402668|19.0|Lácteos
770001402669|19.0|Canasta Básica
770001402670|5.0|Canasta Básica
770001402671|0.0|Lácteos
770001402672|0.0|Snacks
770001402673|5.0|Snacks
770001402674|0.0|Lácteos
770001402675|19.0|Canasta Básica
770001402676|5.0|Lácteos
770001402677|10.0|Bebidas Azucaradas
770001402678|10.0|Lácteos
770001402679|5.0|Canasta Básica
770001402680|10.0|Alimentos Procesados
770001402681|10.0|Lácteos
770001402682|5.0|Bebidas Azucaradas
770001402683|10.0|Alimentos Procesados
770001402684|10.0|Lácteos
770001402685|19.0|Lácteos
770001402686|5.0|Alimentos Procesados
770001402687|0.0|Lácteos
770001402688|5.0|Alimentos Procesados
770001402689|0.0|Snacks
770001402690|10.0|Canasta Básica
770001402691|0.0|Lácteos
770001402692|10.0|Alimentos Procesados
770001402693|5.0|Canasta Básica
770001402694|10.0|Snacks
770001402695|0.0|Lácteos
770001402696|5.0|Alimentos Procesados
770001402697|19.0|Lácteos
770001402698|5.0|Lácteos
770001402699|0.0|Snacks
770001402700|0.0|Bebidas Azucaradas
770001402701|0.0|Canasta Básica
770001402702|0.0|Bebidas Azucaradas
770001402703|10.0|Alimentos Procesados
770001402704|5.0|Canasta Básica
770001402705|5.0|Canasta Básica
770001402706|0.0|Alimentos Procesados
770001402707|10.0|Lácteos
770001402708|10.0|Lácteos
770001402709|19.0|Bebidas Azucaradas
770001402710|5.0|Canasta Básica
770001402711|0.0|Lácteos
770001402712|19.0|Alimentos Procesados
770001402713|10.0|Snacks
770001402714|0.0|Alimentos Procesados
770001402715|0.0|Canasta Básica
770001502716|19.0|Canasta Básica
770001502717|0.0|Lácteos
770001502718|10.0|Lácteos
770001502719|10.0|Canasta Básica
770001502720|10.0|Lácteos
770001502721|19.0|Alimentos Procesados
770001502722|0.0|Canasta Básica
770001502723|5.0|Canasta Básica
770001502724|10.0|Alimentos Procesados
770001502725|0.0|Bebidas Azucaradas
770001502726|19.0|Snacks
770001502727|0.0|Snacks
770001502728|10.0|Snacks
770001502729|5.0|Lácteos
770001502730|19.0|Bebidas Azucaradas
770001502731|19.0|Canasta Básica
770001502732|10.0|Alimentos Procesados
770001502733|10.0|Lácteos
770001502734|19.0|Canasta Básica
770001502735|5.0|Alimentos Procesados
770001502736|5.0|Alimentos Procesados
770001502737|0.0|Canasta Básica
770001502738|19.0|Alimentos Procesados
770001502739|19.0|Lácteos
770001502740|19.0|Canasta Básica
770001502741|0.0|Lácteos
770001502742|19.0|Canasta Básica
770001502743|10.0|Bebidas Azucaradas
770001502744|19.0|Lácteos
770001502745|10.0|Bebidas Azucaradas
770001502746|5.0|Snacks
770001502747|5.0|Lácteos
770001502748|5.0|Canasta Básica
770001502749|5.0|Alimentos Procesados
770001502750|19.0|Bebidas Azucaradas
770001502751|5.0|Bebidas Azucaradas
770001502752|19.0|Alimentos Procesados
770001502753|10.0|Lácteos
770001502754|19.0|Bebidas Azucaradas
770001502755|5.0|Canasta Básica
770001502756|5.0|Lácteos
770001502757|5.0|Lácteos
770001502758|10.0|Canasta Básica
770001502759|5.0|Lácteos
770001502760|5.0|Canasta Básica
770001502761|5.0|Bebidas Azucaradas
770001502762|5.0|Bebidas Azucaradas
770001502763|19.0|Bebidas Azucaradas
770001502764|0.0|Snacks
770001502765|19.0|Snacks
770001502766|10.0|Bebidas Azucaradas
770001502767|0.0|Snacks
770001502768|10.0|Lácteos
770001502769|0.0|Alimentos Procesados
770001502770|19.0|Snacks
770001502771|10.0|Bebidas Azucaradas
770001502772|0.0|Bebidas Azucaradas
770001502773|10.0|Lácteos
770001502774|5.0|Lácteos
770001502775|19.0|Snacks
770001502776|5.0|Snacks
770001502777|19.0|Lácteos
770001502778|19.0|Canasta Básica
770001502779|0.0|Lácteos
770001502780|0.0|Bebidas Azucaradas
770001502781|0.0|Canasta Básica
770001502782|19.0|Lácteos
770001502783|10.0|Bebidas Azucaradas
770001502784|19.0|Canasta Básica
770001502785|0.0|Alimentos Procesados
770001502786|0.0|Alimentos Procesados
770001502787|0.0|Alimentos Procesados
770001502788|19.0|Snacks
770001502789|5.0|Snacks
770001502790|0.0|Canasta Básica
770001502791|10.0|Alimentos Procesados
770001502792|10.0|Lácteos
770001502793|5.0|Lácteos
770001502794|10.0|Canasta Básica
770001502795|0.0|Bebidas Azucaradas
770001502796|19.0|Snacks
770001502797|19.0|Lácteos
770001502798|10.0|Snacks
770001502799|0.0|Bebidas Azucaradas
770001502800|10.0|Bebidas Azucaradas
770001502801|10.0|Alimentos Procesados
770001502802|19.0|Snacks
770001502803|10.0|Lácteos
770001502804|19.0|Bebidas Azucaradas
770001502805|10.0|Canasta Básica
770001502806|5.0|Canasta Básica
770001502807|10.0|Canasta Básica
770001502808|5.0|Snacks
770001502809|0.0|Canasta Básica
770001502810|19.0|Alimentos Procesados
770001502811|19.0|Canasta Básica
770001502812|10.0|Lácteos
770001502813|0.0|Alimentos Procesados
770001502814|10.0|Canasta Básica
770001502815|19.0|Bebidas Azucaradas
770001502816|5.0|Lácteos
770001502817|19.0|Bebidas Azucaradas
770001502818|10.0|Alimentos Procesados
770001502819|5.0|Canasta Básica
770001502820|5.0|Bebidas Azucaradas
770001502821|10.0|Alimentos Procesados
770001502822|19.0|Snacks
770001502823|5.0|Bebidas Azucaradas
770001502824|5.0|Snacks
770001502825|19.0|Snacks
770001502826|0.0|Alimentos Procesados
770001502827|19.0|Canasta Básica
770001502828|19.0|Canasta Básica
770001502829|10.0|Canasta Básica
770001502830|5.0|Lácteos
770001502831|0.0|Canasta Básica
770001502832|19.0|Bebidas Azucaradas
770001502833|10.0|Bebidas Azucaradas
770001502834|0.0|Bebidas Azucaradas
770001502835|19.0|Canasta Básica
770001502836|19.0|Canasta Básica
770001502837|19.0|Canasta Básica
770001502838|10.0|Alimentos Procesados
770001502839|5.0|Canasta Básica
770001502840|5.0|Canasta Básica
770001502841|5.0|Snacks
770001502842|10.0|Snacks
770001502843|19.0|Lácteos
770001502844|19.0|Snacks
770001502845|0.0|Snacks
770001502846|19.0|Alimentos Procesados
770001502847|19.0|Canasta Básica
770001502848|0.0|Snacks
770001502849|19.0|Bebidas Azucaradas
770001502850|19.0|Snacks
770001502851|19.0|Canasta Básica
770001502852|19.0|Snacks
770001502853|0.0|Snacks
770001502854|0.0|Bebidas Azucaradas
770001502855|10.0|Lácteos
770001502856|5.0|Canasta Básica
770001502857|19.0|Bebidas Azucaradas
770001502858|0.0|Lácteos
770001502859|10.0|Alimentos Procesados
770001502860|5.0|Canasta Básica
770001502861|19.0|Alimentos Procesados
770001502862|10.0|Alimentos Procesados
770001502863|19.0|Alimentos Procesados
770001502864|5.0|Alimentos Procesados
770001502865|5.0|Canasta Básica
770001502866|5.0|Canasta Básica
770001502867|0.0|Lácteos
770001502868|10.0|Alimentos Procesados
770001502869|10.0|Snacks
770001502870|19.0|Snacks
770001502871|5.0|Snacks
770001502872|0.0|Alimentos Procesados
770001502873|5.0|Canasta Básica
770001502874|10.0|Bebidas Azucaradas
770001502875|5.0|Snacks
770001502876|0.0|Snacks
770001502877|19.0|Snacks
770001502878|19.0|Alimentos Procesados
770001502879|10.0|Bebidas Azucaradas
770001502880|19.0|Canasta Básica
770001502881|19.0|Lácteos
770001502882|0.0|Canasta Básica
770001502883|5.0|Snacks
770001502884|10.0|Bebidas Azucaradas
770001502885|10.0|Bebidas Azucaradas
770001502886|0.0|Canasta Básica
770001502887|0.0|Alimentos Procesados
770001502888|19.0|Canasta Básica
770001502889|19.0|Lácteos
770001502890|10.0|Snacks
770001502891|5.0|Canasta Básica
770001502892|19.0|Lácteos
770001502893|5.0|Alimentos Procesados
770001502894|19.0|Alimentos Procesados
770001502895|10.0|Bebidas Azucaradas
770001502896|5.0|Canasta Básica
770001502897|19.0|Snacks
770001502898|10.0|Snacks
770001502899|19.0|Alimentos Procesados
770001502900|0.0|Alimentos Procesados
770001502901|19.0|Snacks
770001502902|5.0|Lácteos
770001502903|5.0|Bebidas Azucaradas
770001502904|5.0|Alimentos Procesados
770001502905|10.0|Bebidas Azucaradas
770001502906|10.0|Bebidas Azucaradas
770001502907|5.0|Canasta Básica
770001502908|0.0|Bebidas Azucaradas
770001502909|5.0|Snacks
770001602910|10.0|Bebidas Azucaradas
770001602911|10.0|Bebidas Azucaradas
770001602912|5.0|Canasta Básica
770001602913|0.0|Bebidas Azucaradas
770001602914|10.0|Lácteos
770001602915|0.0|Lácteos
770001602916|10.0|Alimentos Procesados
770001602917|5.0|Alimentos Procesados
770001602918|5.0|Alimentos Procesados
770001602919|19.0|Alimentos Procesados
770001602920|19.0|Bebidas Azucaradas
770001602921|0.0|Alimentos Procesados
770001602922|0.0|Lácteos
770001602923|19.0|Alimentos Procesados
770001602924|10.0|Bebidas Azucaradas
770001602925|10.0|Snacks
770001602926|5.0|Snacks
770001602927|10.0|Snacks
770001602928|0.0|Alimentos Procesados
770001602929|19.0|Alimentos Procesados
770001602930|19.0|Bebidas Azucaradas
770001602931|10.0|Bebidas Azucaradas
770001602932|10.0|Bebidas Azucaradas
770001602933|10.0|Bebidas Azucaradas
770001602934|10.0|Lácteos
770001602935|5.0|Lácteos
770001602936|10.0|Alimentos Procesados
770001602937|0.0|Canasta Básica
770001602938|5.0|Canasta Básica
770001602939|19.0|Canasta Básica
770001602940|19.0|Alimentos Procesados
770001602941|5.0|Canasta Básica
770001602942|10.0|Bebidas Azucaradas
770001602943|0.0|Snacks
770001602944|0.0|Snacks
770001602945|10.0|Snacks
770001602946|19.0|Snacks
770001602947|19.0|Alimentos Procesados
770001602948|19.0|Alimentos Procesados
770001602949|10.0|Snacks
770001602950|5.0|Alimentos Procesados
770001602951|19.0|Canasta Básica
770001602952|0.0|Alimentos Procesados
770001602953|5.0|Bebidas Azucaradas
770001602954|0.0|Bebidas Azucaradas
770001602955|19.0|Bebidas Azucaradas
770001602956|0.0|Snacks
770001602957|5.0|Canasta Básica
770001602958|5.0|Lácteos
770001602959|5.0|Alimentos Procesados
770001602960|5.0|Alimentos Procesados
770001602961|0.0|Alimentos Procesados
770001602962|19.0|Snacks
770001602963|19.0|Bebidas Azucaradas
770001602964|0.0|Lácteos
770001602965|0.0|Lácteos
770001602966|10.0|Lácteos
770001602967|19.0|Bebidas Azucaradas
770001602968|0.0|Snacks
770001602969|10.0|Canasta Básica
770001602970|10.0|Lácteos
770001602971|10.0|Alimentos Procesados
770001602972|10.0|Alimentos Procesados
770001602973|19.0|Canasta Básica
770001602974|0.0|Lácteos
770001602975|0.0|Lácteos
770001602976|10.0|Bebidas Azucaradas
770001602977|10.0|Canasta Básica
770001602978|0.0|Canasta Básica
770001602979|19.0|Alimentos Procesados
770001602980|0.0|Lácteos
770001602981|10.0|Canasta Básica
770001602982|10.0|Canasta Básica
770001602983|5.0|Lácteos
770001602984|5.0|Alimentos Procesados
770001602985|19.0|Lácteos
770001602986|0.0|Snacks
770001602987|5.0|Canasta Básica
770001602988|5.0|Snacks
770001602989|5.0|Snacks
770001602990|5.0|Canasta Básica
770001602991|5.0|Alimentos Procesados
770001602992|0.0|Snacks
770001602993|0.0|Bebidas Azucaradas
770001602994|10.0|Bebidas Azucaradas
770001602995|19.0|Alimentos Procesados
770001602996|0.0|Alimentos Procesados
770001602997|5.0|Canasta Básica
770001602998|19.0|Lácteos
770001602999|19.0|Snacks
770001603000|10.0|Bebidas Azucaradas
770001603001|0.0|Canasta Básica
770001603002|5.0|Canasta Básica
770001603003|0.0|Canasta Básica
770001603004|19.0|Alimentos Procesados
770001603005|19.0|Lácteos
770001603006|19.0|Alimentos Procesados
770001603007|19.0|Bebidas Azucaradas
770001603008|0.0|Canasta Básica
770001603009|5.0|Snacks
770001603010|10.0|Canasta Básica
770001603011|5.0|Canasta Básica
770001603012|10.0|Bebidas Azucaradas
770001603013|19.0|Bebidas Azucaradas
770001603014|0.0|Alimentos Procesados
770001603015|0.0|Alimentos Procesados
770001603016|19.0|Snacks
770001603017|19.0|Lácteos
770001603018|5.0|Bebidas Azucaradas
770001603019|10.0|Snacks
770001603020|10.0|Snacks
770001603021|5.0|Snacks
770001603022|10.0|Alimentos Procesados
770001603023|0.0|Lácteos
770001603024|19.0|Alimentos Procesados
770001603025|10.0|Canasta Básica
770001603026|5.0|Snacks
770001603027|10.0|Alimentos Procesados
770001603028|0.0|Bebidas Azucaradas
770001603029|0.0|Lácteos
770001603030|19.0|Canasta Básica
770001603031|0.0|Snacks
770001603032|10.0|Lácteos
770001603033|19.0|Lácteos
770001603034|19.0|Bebidas Azucaradas
770001603035|5.0|Canasta Básica
770001603036|19.0|Snacks
770001603037|19.0|Bebidas Azucaradas
770001603038|5.0|Bebidas Azucaradas
770001603039|5.0|Alimentos Procesados
770001603040|19.0|Bebidas Azucaradas
770001603041|0.0|Lácteos
770001603042|5.0|Lácteos
770001603043|0.0|Snacks
770001603044|0.0|Alimentos Procesados
770001603045|10.0|Lácteos
770001603046|10.0|Lácteos
770001603047|0.0|Bebidas Azucaradas
770001603048|10.0|Lácteos
770001603049|10.0|Alimentos Procesados
770001603050|19.0|Alimentos Procesados
770001603051|19.0|Snacks
770001603052|19.0|Lácteos
770001603053|0.0|Alimentos Procesados
770001603054|19.0|Snacks
770001603055|19.0|Lácteos
770001603056|10.0|Bebidas Azucaradas
770001603057|5.0|Bebidas Azucaradas
770001603058|19.0|Canasta Básica
770001603059|19.0|Alimentos Procesados
770001603060|10.0|Lácteos
770001603061|10.0|Lácteos
770001603062|19.0|Alimentos Procesados
770001603063|5.0|Bebidas Azucaradas
770001603064|5.0|Alimentos Procesados
770001603065|10.0|Bebidas Azucaradas
770001603066|19.0|Lácteos
770001603067|5.0|Canasta Básica
770001603068|5.0|Alimentos Procesados
770001603069|5.0|Bebidas Azucaradas
770001603070|5.0|Bebidas Azucaradas
770001603071|19.0|Bebidas Azucaradas
770001603072|0.0|Canasta Básica
770001603073|5.0|Canasta Básica
770001603074|5.0|Lácteos
770001603075|0.0|Lácteos
770001603076|5.0|Canasta Básica
770001603077|5.0|Snacks
770001603078|19.0|Canasta Básica
770001603079|10.0|Lácteos
770001603080|0.0|Snacks
770001603081|10.0|Lácteos
770001603082|10.0|Lácteos
770001603083|10.0|Canasta Básica
770001603084|0.0|Snacks
770001603085|19.0|Canasta Básica
770001603086|10.0|Lácteos
770001603087|19.0|Canasta Básica
770001603088|10.0|Alimentos Procesados
770001603089|10.0|Bebidas Azucaradas
770001603090|5.0|Canasta Básica
770001603091|19.0|Snacks
770001603092|10.0|Bebidas Azucaradas
770001603093|0.0|Snacks
770001603094|5.0|Snacks
770001603095|5.0|Canasta Básica
770001603096|19.0|Lácteos
770001603097|0.0|Canasta Básica
770001603098|5.0|Bebidas Azucaradas
770001603099|5.0|Canasta Básica
770001603100|10.0|Alimentos Procesados
770001603101|19.0|Snacks
770001603102|0.0|Snacks
770001603103|19.0|Bebidas Azucaradas
770001703104|0.0|Alimentos Procesados
770001703105|10.0|Snacks
770001703106|19.0|Bebidas Azucaradas
770001703107|5.0|Alimentos Procesados
770001703108|5.0|Bebidas Azucaradas
770001703109|19.0|Canasta Básica
770001703110|19.0|Canasta Básica
770001703111|10.0|Snacks
770001703112|10.0|Snacks
770001703113|10.0|Lácteos
770001703114|0.0|Alimentos Procesados
770001703115|19.0|Lácteos
770001703116|10.0|Alimentos Procesados
770001703117|19.0|Lácteos
770001703118|10.0|Snacks
770001703119|0.0|Bebidas Azucaradas
770001703120|5.0|Bebidas Azucaradas
770001703121|10.0|Snacks
770001703122|0.0|Bebidas Azucaradas
770001703123|5.0|Snacks
770001703124|10.0|Canasta Básica
770001703125|5.0|Bebidas Azucaradas
770001703126|0.0|Canasta Básica
770001703127|19.0|Lácteos
770001703128|5.0|Alimentos Procesados
770001703129|19.0|Snacks
770001703130|10.0|Lácteos
770001703131|19.0|Bebidas Azucaradas
770001703132|19.0|Snacks
770001703133|10.0|Canasta Básica
770001703134|5.0|Bebidas Azucaradas
770001703135|10.0|Snacks
770001703136|10.0|Bebidas Azucaradas
770001703137|10.0|Bebidas Azucaradas
770001703138|0.0|Snacks
770001703139|19.0|Lácteos
770001703140|19.0|Lácteos
770001703141|0.0|Snacks
770001703142|19.0|Snacks
770001703143|10.0|Lácteos
770001703144|10.0|Snacks
770001703145|0.0|Lácteos
770001703146|0.0|Bebidas Azucaradas
770001703147|19.0|Snacks
770001703148|0.0|Snacks
770001703149|5.0|Snacks
770001703150|5.0|Canasta Básica
770001703151|10.0|Snacks
770001703152|5.0|Lácteos
770001703153|10.0|Canasta Básica
770001703154|5.0|Bebidas Azucaradas
770001703155|10.0|Bebidas Azucaradas
770001703156|10.0|Canasta Básica
770001703157|19.0|Snacks
770001703158|10.0|Lácteos
770001703159|5.0|Bebidas Azucaradas
770001703160|10.0|Snacks
770001703161|19.0|Lácteos
770001703162|5.0|Bebidas Azucaradas
770001703163|10.0|Lácteos
770001703164|19.0|Alimentos Procesados
770001703165|10.0|Bebidas Azucaradas
770001703166|10.0|Alimentos Procesados
770001703167|19.0|Lácteos
770001703168|5.0|Alimentos Procesados
770001703169|19.0|Alimentos Procesados
770001703170|10.0|Bebidas Azucaradas
770001703171|19.0|Canasta Básica
770001703172|19.0|Bebidas Azucaradas
770001703173|10.0|Snacks
770001703174|5.0|Snacks
770001703175|19.0|Alimentos Procesados
770001703176|0.0|Bebidas Azucaradas
770001703177|10.0|Lácteos
770001703178|19.0|Canasta Básica
770001703179|10.0|Canasta Básica
770001703180|10.0|Bebidas Azucaradas
770001703181|10.0|Canasta Básica
770001703182|0.0|Bebidas Azucaradas
770001703183|19.0|Alimentos Procesados
770001703184|19.0|Bebidas Azucaradas
770001703185|0.0|Bebidas Azucaradas
770001703186|0.0|Snacks
770001703187|0.0|Alimentos Procesados
770001703188|10.0|Snacks
770001703189|10.0|Lácteos
770001703190|0.0|Bebidas Azucaradas
770001703191|5.0|Lácteos
770001703192|0.0|Canasta Básica
770001703193|5.0|Canasta Básica
770001703194|5.0|Bebidas Azucaradas
770001703195|0.0|Lácteos
770001703196|5.0|Bebidas Azucaradas
770001703197|19.0|Bebidas Azucaradas
770001703198|10.0|Lácteos
770001703199|5.0|Alimentos Procesados
770001703200|0.0|Alimentos Procesados
770001703201|19.0|Lácteos
770001703202|19.0|Lácteos
770001703203|10.0|Bebidas Azucaradas
770001703204|19.0|Lácteos
770001703205|19.0|Snacks
770001703206|5.0|Alimentos Procesados
770001703207|10.0|Snacks
770001703208|0.0|Snacks
770001703209|0.0|Snacks
770001703210|5.0|Canasta Básica
770001703211|5.0|Lácteos
770001703212|19.0|Bebidas Azucaradas
770001703213|19.0|Lácteos
770001703214|19.0|Lácteos
770001703215|10.0|Alimentos Procesados
770001703216|19.0|Snacks
770001703217|0.0|Canasta Básica
770001703218|0.0|Bebidas Azucaradas
770001703219|0.0|Lácteos
770001703220|0.0|Canasta Básica
770001703221|19.0|Snacks
770001703222|10.0|Canasta Básica
770001703223|0.0|Alimentos Procesados
770001703224|19.0|Snacks
770001703225|5.0|Bebidas Azucaradas
770001703226|19.0|Alimentos Procesados
770001703227|5.0|Lácteos
770001703228|10.0|Bebidas Azucaradas
770001703229|10.0|Lácteos
770001703230|0.0|Canasta Básica
770001703231|19.0|Lácteos
770001703232|19.0|Canasta Básica
770001703233|0.0|Snacks
770001703234|0.0|Snacks
770001703235|5.0|Canasta Básica
770001703236|5.0|Canasta Básica
770001703237|5.0|Alimentos Procesados
770001703238|19.0|Canasta Básica
770001703239|5.0|Snacks
770001703240|5.0|Lácteos
770001703241|5.0|Canasta Básica
770001703242|0.0|Bebidas Azucaradas
770001703243|19.0|Snacks
770001703244|10.0|Canasta Básica
770001703245|5.0|Canasta Básica
770001703246|0.0|Bebidas Azucaradas
770001703247|19.0|Canasta Básica
770001703248|5.0|Lácteos
770001703249|10.0|Bebidas Azucaradas
770001703250|5.0|Alimentos Procesados
770001703251|0.0|Lácteos
770001703252|5.0|Bebidas Azucaradas
770001703253|19.0|Snacks
770001703254|10.0|Alimentos Procesados
